Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-QX-8920,561A,Iskcon,Naroda,23.061993,72.538018,"23.044923, 72.620682","23.117322, 72.576407",23 km/h,19 mins,On Time
GJ-01-MS-8942,562A,Iskcon,S. Bopal,23.039083,72.607123,"23.009082, 72.556908","23.030498, 72.581269",27 km/h,5 mins,Delayed
GJ-01-BK-1423,563B,Iskcon,Sabarmati,23.101036,72.515949,"23.059660, 72.542706","23.124956, 72.530444",51 km/h,16 mins,Traffic
GJ-01-NN-8141,564C,Iskcon,Isanpur,23.04516,72.634247,"23.096451, 72.603052","23.133560, 72.524787",20 km/h,14 mins,Traffic
GJ-01-VK-4624,565,Iskcon,Sola,22.97498,72.570707,"23.007763, 72.471485","23.066853, 72.544391",32 km/h,4 mins,Delayed
GJ-01-CW-4120,566B,Iskcon,Prahladnagar,22.99342,72.621487,"23.029275, 72.505220","22.957456, 72.497237",54 km/h,13 mins,Delayed
GJ-01-FM-9335,567B,Iskcon,Chandlodia,23.114213,72.565505,"23.149121, 72.468013","23.122891, 72.457249",42 km/h,9 mins,Traffic
GJ-01-WX-6907,568D,Iskcon,Jaimangal,23.07372,72.642124,"22.992675, 72.623580","23.086944, 72.497243",42 km/h,16 mins,Traffic
GJ-01-VL-2434,569C,Iskcon,Narol,23.052638,72.504618,"23.099525, 72.645801","23.100366, 72.610576",57 km/h,21 mins,Traffic
GJ-01-DQ-3443,570,Iskcon,Nikol,23.02663,72.598628,"22.978809, 72.541643","23.135966, 72.472084",56 km/h,13 mins,Early
GJ-01-WB-6876,571B,Nehrunagar,Ghuma,23.037254,72.55221,"23.067279, 72.630818","23.136025, 72.567490",55 km/h,20 mins,Traffic
GJ-01-KP-1349,572,Nehrunagar,Maninagar,23.142823,72.58849,"22.971747, 72.562431","23.053364, 72.645980",34 km/h,24 mins,Traffic
GJ-01-PC-8710,573B,Nehrunagar,Bhadaj,23.084393,72.587413,"22.972513, 72.540455","23.027413, 72.536333",24 km/h,23 mins,Early
GJ-01-QB-3490,574C,Nehrunagar,RTO,22.993496,72.486288,"23.022696, 72.522799","23.054426, 72.455287",53 km/h,14 mins,Delayed
GJ-01-GU-3695,575D,Nehrunagar,LD Engg,23.05284,72.464335,"23.040768, 72.501219","22.979435, 72.488156",43 km/h,10 mins,Early
GJ-01-XE-6816,576C,Nehrunagar,Vasna,22.975864,72.608283,"23.076446, 72.623267","22.978967, 72.529314",34 km/h,19 mins,Delayed
GJ-01-EJ-1110,577,Nehrunagar,RTO (C),23.046818,72.487181,"23.103153, 72.541777","22.960653, 72.519570",20 km/h,10 mins,Traffic
GJ-01-CV-3284,578,Nehrunagar,Lal Darwaja,22.997945,72.502968,"23.029102, 72.486431","23.145868, 72.518335",48 km/h,9 mins,Traffic
GJ-01-AR-7622,579D,Nehrunagar,Kalupur,23.066627,72.64895,"23.125272, 72.523009","23.050757, 72.548409",33 km/h,13 mins,Traffic
GJ-01-OT-9381,580,Nehrunagar,Chandkheda,22.954148,72.626803,"22.960016, 72.455443","22.952019, 72.620899",43 km/h,4 mins,On Time
GJ-01-TH-0746,581C,Nehrunagar,Hanspura,23.019917,72.481606,"23.137771, 72.484567","23.022065, 72.612388",47 km/h,13 mins,Delayed
GJ-01-GZ-8421,582A,Nehrunagar,Gota,23.021896,72.508866,"22.969030, 72.610637","23.014488, 72.544357",43 km/h,23 mins,Early
GJ-01-SX-4867,583C,Nehrunagar,Ranip,23.050833,72.462113,"23.137651, 72.561278","23.016473, 72.646521",48 km/h,20 mins,Delayed
GJ-01-WD-7561,584,Nehrunagar,Sarkhej,23.016131,72.592217,"23.060759, 72.479920","23.048208, 72.530276",26 km/h,12 mins,Delayed
GJ-01-KI-5053,585C,Nehrunagar,Iskcon,23.098385,72.644773,"23.083401, 72.585994","23.028317, 72.532714",38 km/h,15 mins,Delayed
GJ-01-UG-1916,586A,Nehrunagar,Sarangpur,22.953396,72.634964,"23.109148, 72.494219","23.096750, 72.549626",57 km/h,23 mins,Delayed
GJ-01-HQ-3292,587,Nehrunagar,Vadaj,22.982798,72.545477,"23.147982, 72.508764","23.063215, 72.523957",60 km/h,5 mins,Traffic
GJ-01-RY-1404,588A,Nehrunagar,Odhav,23.008721,72.644798,"23.001137, 72.527683","23.017764, 72.557296",33 km/h,13 mins,Early
GJ-01-JI-8353,589A,Nehrunagar,Sarthi,22.997168,72.601798,"23.038640, 72.606023","23.001680, 72.518379",50 km/h,17 mins,On Time
GJ-01-JR-7534,590C,Nehrunagar,Airport,23.104579,72.452666,"23.053567, 72.457190","23.002446, 72.627824",52 km/h,18 mins,Early
GJ-01-QA-2010,591D,Nehrunagar,Amba Town,23.124813,72.64882,"23.111229, 72.630590","23.117774, 72.471491",24 km/h,22 mins,On Time
GJ-01-WY-0233,592C,Nehrunagar,Dahegam,23.040886,72.566628,"22.950996, 72.500247","22.966489, 72.479966",44 km/h,3 mins,On Time
GJ-01-LA-3062,593,Nehrunagar,Bopal,23.023527,72.503244,"22.985695, 72.463646","22.969333, 72.596017",48 km/h,18 mins,Early
GJ-01-YC-4738,594C,Nehrunagar,Ghatlodia,23.081971,72.542305,"23.120916, 72.623003","23.103841, 72.471897",59 km/h,16 mins,On Time
GJ-01-CP-4222,595A,Nehrunagar,Vaishnodevi,23.056608,72.478834,"23.016377, 72.536430","23.074242, 72.494131",60 km/h,22 mins,Early
GJ-01-PI-6105,596B,Nehrunagar,Science City,23.054227,72.638421,"23.042349, 72.539959","23.147729, 72.527602",43 km/h,16 mins,On Time
GJ-01-XG-5352,597A,Nehrunagar,Memnagar,23.12369,72.554058,"22.967431, 72.578882","23.100487, 72.641322",19 km/h,17 mins,Delayed
GJ-01-MZ-4686,598A,Nehrunagar,CTM,23.114846,72.549909,"23.021082, 72.632917","22.985984, 72.575898",57 km/h,12 mins,Traffic
GJ-01-EF-9220,599B,Nehrunagar,Naroda,23.039126,72.601831,"22.995545, 72.603378","23.068922, 72.556919",56 km/h,10 mins,Traffic
GJ-01-LL-0671,600A,Nehrunagar,S. Bopal,22.978695,72.583385,"22.976000, 72.450664","23.010637, 72.498578",54 km/h,23 mins,Early
GJ-01-NQ-1454,601A,Nehrunagar,Sabarmati,22.952358,72.492047,"23.028947, 72.527878","22.979714, 72.459314",36 km/h,17 mins,Delayed
GJ-01-XV-3643,602C,Nehrunagar,Isanpur,23.098889,72.620435,"23.145573, 72.521569","22.991819, 72.552834",42 km/h,8 mins,On Time
GJ-01-VG-6723,603D,Nehrunagar,Sola,23.146952,72.527722,"22.978675, 72.623272","23.120640, 72.452678",60 km/h,21 mins,Traffic
GJ-01-DS-6711,604A,Nehrunagar,Prahladnagar,22.969527,72.541854,"23.008087, 72.537576","23.072158, 72.476205",22 km/h,14 mins,Early
GJ-01-BA-2117,605D,Nehrunagar,Chandlodia,22.994848,72.479868,"23.083524, 72.539831","23.017095, 72.533230",24 km/h,7 mins,Delayed
GJ-01-VK-7269,606D,Nehrunagar,Jaimangal,22.970327,72.604243,"22.966351, 72.594129","23.106993, 72.508645",31 km/h,23 mins,Early
GJ-01-WV-7705,607D,Nehrunagar,Narol,23.114395,72.598944,"23.059343, 72.547495","22.980281, 72.541886",47 km/h,12 mins,Early
GJ-01-OM-8294,608C,Nehrunagar,Nikol,23.135178,72.565245,"22.997715, 72.625221","23.095308, 72.510107",44 km/h,18 mins,Delayed
GJ-01-FR-6684,609B,Sarangpur,Ghuma,23.143811,72.586589,"22.999232, 72.476674","23.110945, 72.559098",33 km/h,25 mins,Traffic
GJ-01-GO-8906,610B,Sarangpur,Maninagar,23.082909,72.58381,"23.083984, 72.471208","23.011779, 72.560742",21 km/h,6 mins,Early
GJ-01-II-2242,611D,Sarangpur,Bhadaj,22.968089,72.642424,"22.996964, 72.615301","23.053901, 72.631650",17 km/h,9 mins,Delayed
GJ-01-KD-8462,612A,Sarangpur,RTO,23.149876,72.515359,"22.999461, 72.635180","23.111491, 72.626343",56 km/h,13 mins,Early
GJ-01-KT-2789,613D,Sarangpur,LD Engg,23.02315,72.587593,"23.060674, 72.450568","23.080948, 72.612127",56 km/h,25 mins,On Time
GJ-01-OF-0486,614D,Sarangpur,Vasna,23.147825,72.594996,"23.122595, 72.605173","22.981144, 72.620619",41 km/h,19 mins,Traffic
GJ-01-TB-2805,615D,Sarangpur,RTO (C),23.087283,72.487173,"23.014410, 72.563079","23.055512, 72.549350",40 km/h,2 mins,Early
GJ-01-UC-3286,616,Sarangpur,Lal Darwaja,23.065919,72.56438,"22.965236, 72.546292","23.005920, 72.635363",21 km/h,24 mins,Traffic
GJ-01-LK-0727,617B,Sarangpur,Kalupur,23.002524,72.565949,"23.148679, 72.572930","23.044807, 72.531481",19 km/h,11 mins,Early
GJ-01-YU-7026,618B,Sarangpur,Chandkheda,23.053739,72.5529,"22.972699, 72.593149","23.023709, 72.500213",20 km/h,24 mins,Delayed
GJ-01-AD-2731,619A,Sarangpur,Hanspura,22.974207,72.455621,"23.069921, 72.590867","23.122837, 72.451176",25 km/h,21 mins,Delayed
GJ-01-XC-9025,620,Sarangpur,Gota,23.124959,72.55775,"23.094390, 72.461971","22.970466, 72.518193",15 km/h,22 mins,Delayed
GJ-01-FZ-1884,621D,Sarangpur,Ranip,23.113517,72.633098,"23.104157, 72.603235","23.098190, 72.540639",49 km/h,8 mins,Delayed
GJ-01-GK-3008,622D,Sarangpur,Sarkhej,23.073323,72.552051,"22.957147, 72.621302","23.096512, 72.489922",57 km/h,23 mins,On Time
GJ-01-ED-6676,623A,Sarangpur,Iskcon,22.985444,72.55301,"22.979542, 72.608970","23.083536, 72.528809",56 km/h,9 mins,Delayed
GJ-01-OK-0633,624D,Sarangpur,Nehrunagar,23.111657,72.598961,"23.149087, 72.621053","23.145053, 72.571931",32 km/h,3 mins,Traffic
GJ-01-TR-4490,625B,Sarangpur,Vadaj,22.965705,72.473109,"23.069169, 72.487909","23.013090, 72.582455",29 km/h,7 mins,Traffic
GJ-01-KW-1920,626,Sarangpur,Odhav,23.120604,72.55438,"22.955866, 72.638271","23.141701, 72.607708",48 km/h,13 mins,Early
GJ-01-QB-2394,627C,Sarangpur,Sarthi,23.084934,72.566209,"22.950568, 72.512350","22.970305, 72.634394",54 km/h,7 mins,Traffic
GJ-01-ZE-1216,628A,Sarangpur,Airport,22.955968,72.610993,"23.145519, 72.623912","22.998604, 72.646594",39 km/h,3 mins,Delayed
GJ-01-CO-0233,629,Sarangpur,Amba Town,22.991867,72.454172,"23.020074, 72.636445","23.137905, 72.568799",41 km/h,18 mins,Traffic
GJ-01-KA-6723,630C,Sarangpur,Dahegam,23.046641,72.629066,"23.103303, 72.564403","23.057029, 72.556624",47 km/h,11 mins,Traffic
GJ-01-NC-3927,631,Sarangpur,Bopal,22.966392,72.601246,"22.967534, 72.631647","23.130912, 72.459850",40 km/h,5 mins,Delayed
GJ-01-HT-2072,632B,Sarangpur,Ghatlodia,22.996433,72.499165,"23.135679, 72.568025","23.014885, 72.568419",36 km/h,19 mins,On Time
GJ-01-LI-6411,633C,Sarangpur,Vaishnodevi,22.957568,72.464949,"22.955794, 72.609436","23.130595, 72.617436",43 km/h,19 mins,Early
GJ-01-XL-3568,634D,Sarangpur,Science City,22.96049,72.462915,"23.118293, 72.485202","23.057165, 72.454710",59 km/h,23 mins,On Time
GJ-01-DW-7294,635B,Sarangpur,Memnagar,22.972796,72.53757,"23.033679, 72.504646","23.005879, 72.508227",32 km/h,20 mins,Early
GJ-01-XC-3017,636D,Sarangpur,CTM,22.988103,72.549533,"23.114322, 72.519203","22.965096, 72.649088",48 km/h,13 mins,On Time
GJ-01-FU-4844,637A,Sarangpur,Naroda,23.100175,72.621209,"23.090489, 72.501597","23.113845, 72.565207",39 km/h,5 mins,On Time
GJ-01-TT-1668,638,Sarangpur,S. Bopal,23.057937,72.488942,"23.059188, 72.598875","23.078216, 72.596565",42 km/h,23 mins,Delayed
GJ-01-WA-5401,639B,Sarangpur,Sabarmati,23.042868,72.534043,"22.981448, 72.459243","23.091471, 72.602384",27 km/h,25 mins,Early
GJ-01-HO-1963,640D,Sarangpur,Isanpur,22.955909,72.625655,"23.007470, 72.489808","23.083190, 72.579602",47 km/h,13 mins,Delayed
GJ-01-NO-6519,641B,Sarangpur,Sola,23.133356,72.503687,"22.977419, 72.456266","23.085067, 72.558204",24 km/h,8 mins,Delayed
GJ-01-CO-8394,642B,Sarangpur,Prahladnagar,23.054403,72.626469,"23.005577, 72.474434","23.038352, 72.598450",16 km/h,7 mins,Early
GJ-01-JS-2792,643B,Sarangpur,Chandlodia,23.148161,72.57733,"22.987624, 72.466065","23.064312, 72.648031",25 km/h,4 mins,Early
GJ-01-UT-2487,644B,Sarangpur,Jaimangal,23.133771,72.594956,"23.124344, 72.485435","23.001550, 72.481482",25 km/h,22 mins,Traffic
GJ-01-ZD-3599,645B,Sarangpur,Narol,23.113579,72.464771,"23.145880, 72.592010","22.954379, 72.511107",58 km/h,6 mins,On Time
GJ-01-EU-1664,646D,Sarangpur,Nikol,22.987146,72.598396,"22.983371, 72.536028","22.964424, 72.458963",17 km/h,25 mins,Traffic
GJ-01-XW-4918,647A,Vadaj,Ghuma,22.997306,72.462641,"23.141634, 72.530929","23.137887, 72.554711",35 km/h,16 mins,Early
GJ-01-LS-2210,648B,Vadaj,Maninagar,23.067815,72.550408,"23.117164, 72.479004","22.965789, 72.455742",29 km/h,22 mins,Delayed
GJ-01-NP-4614,649B,Vadaj,Bhadaj,23.134252,72.620872,"23.020059, 72.643898","22.986382, 72.468918",43 km/h,22 mins,Early
GJ-01-MX-7511,650C,Vadaj,RTO,23.074777,72.590514,"23.050683, 72.505617","23.052397, 72.579078",44 km/h,22 mins,Delayed
GJ-01-BX-0343,651D,Vadaj,LD Engg,23.139229,72.52351,"23.071646, 72.612269","22.966048, 72.489614",24 km/h,2 mins,Early
GJ-01-WV-5346,652C,Vadaj,Vasna,22.961625,72.564632,"23.061057, 72.637079","23.082741, 72.456804",21 km/h,12 mins,Early
GJ-01-YU-8220,653A,Vadaj,RTO (C),22.999771,72.552407,"22.964304, 72.610710","23.080392, 72.490919",32 km/h,13 mins,Traffic
GJ-01-LZ-0320,654A,Vadaj,Lal Darwaja,23.139443,72.639343,"22.955550, 72.483842","23.074787, 72.626905",53 km/h,16 mins,Delayed
GJ-01-IP-5935,655B,Vadaj,Kalupur,23.064139,72.495106,"23.024294, 72.609791","23.132634, 72.566106",19 km/h,9 mins,On Time
GJ-01-IW-6088,656B,Vadaj,Chandkheda,22.979311,72.647934,"23.142856, 72.603925","23.009169, 72.590498",30 km/h,19 mins,Traffic
GJ-01-FN-4717,657B,Vadaj,Hanspura,23.01648,72.594585,"23.096074, 72.502524","23.023103, 72.498110",16 km/h,18 mins,Early
GJ-01-KC-2485,658D,Vadaj,Gota,22.970301,72.463934,"23.110815, 72.529993","23.108909, 72.486994",49 km/h,12 mins,Traffic
GJ-01-MA-5315,659C,Vadaj,Ranip,23.127625,72.45084,"22.973541, 72.597193","23.129612, 72.459972",42 km/h,16 mins,Early
GJ-01-CW-2009,660C,Vadaj,Sarkhej,22.967402,72.525696,"23.110494, 72.527640","23.010276, 72.579171",27 km/h,19 mins,Delayed
GJ-01-PL-4655,661A,Vadaj,Iskcon,23.087399,72.50672,"23.140954, 72.465631","23.146078, 72.473363",55 km/h,7 mins,Delayed
GJ-01-BS-4645,662B,Vadaj,Nehrunagar,22.990517,72.56151,"23.074219, 72.584569","23.119174, 72.561825",47 km/h,16 mins,Traffic
GJ-01-RB-0710,663D,Vadaj,Sarangpur,23.098311,72.541945,"23.107300, 72.548099","23.037135, 72.617637",51 km/h,8 mins,On Time
GJ-01-HP-4386,664A,Vadaj,Odhav,23.099143,72.476231,"23.026539, 72.469380","22.983789, 72.500895",21 km/h,25 mins,Traffic
GJ-01-OS-5540,665,Vadaj,Sarthi,23.072725,72.620105,"23.022512, 72.581989","23.039232, 72.574491",23 km/h,9 mins,On Time
GJ-01-PQ-3695,666A,Vadaj,Airport,23.092131,72.480067,"22.960025, 72.618322","23.034060, 72.564684",46 km/h,3 mins,On Time
GJ-01-NI-9053,667B,Vadaj,Amba Town,23.002571,72.595736,"23.088949, 72.467834","23.144223, 72.462637",20 km/h,12 mins,Delayed
GJ-01-WM-3599,668A,Vadaj,Dahegam,23.133452,72.468616,"23.100785, 72.610596","23.073449, 72.648008",31 km/h,10 mins,Delayed
GJ-01-WI-1316,669,Vadaj,Bopal,22.97701,72.486957,"23.138103, 72.499341","23.132452, 72.486931",16 km/h,3 mins,Early
GJ-01-IU-6543,670A,Vadaj,Ghatlodia,22.993824,72.512472,"23.108608, 72.587225","23.122004, 72.571633",49 km/h,22 mins,Traffic
GJ-01-GH-9359,671C,Vadaj,Vaishnodevi,23.121487,72.558336,"23.072436, 72.647630","23.037945, 72.514328",30 km/h,11 mins,Delayed
GJ-01-BS-9909,672D,Vadaj,Science City,23.079146,72.596687,"22.951025, 72.634622","23.084724, 72.502420",49 km/h,16 mins,Early
GJ-01-GT-3754,673C,Vadaj,Memnagar,22.993399,72.480265,"23.083895, 72.578825","23.019569, 72.536835",59 km/h,21 mins,On Time
GJ-01-LM-4007,674,Vadaj,CTM,22.978884,72.628688,"22.963942, 72.539853","22.959303, 72.496924",54 km/h,7 mins,On Time
GJ-01-NL-7479,675A,Vadaj,Naroda,23.029657,72.535366,"22.988232, 72.473822","22.952710, 72.504511",18 km/h,4 mins,Traffic
GJ-01-QP-4049,676A,Vadaj,S. Bopal,23.021025,72.535307,"23.119152, 72.539677","23.090289, 72.609794",43 km/h,16 mins,On Time
GJ-01-OE-7423,677A,Vadaj,Sabarmati,22.97959,72.476659,"22.952940, 72.553876","23.075468, 72.520749",18 km/h,4 mins,Early
GJ-01-XY-9689,678D,Vadaj,Isanpur,23.009884,72.572178,"23.043506, 72.520506","22.982151, 72.594989",50 km/h,25 mins,Early
GJ-01-NX-9646,679D,Vadaj,Sola,23.103134,72.456251,"22.990114, 72.466548","23.075013, 72.582378",20 km/h,2 mins,Early
GJ-01-DI-2601,680A,Vadaj,Prahladnagar,23.112106,72.495993,"23.043668, 72.567506","23.129751, 72.492156",41 km/h,17 mins,On Time
GJ-01-OR-9083,681D,Vadaj,Chandlodia,23.074394,72.588331,"23.107837, 72.621567","23.105767, 72.486031",57 km/h,12 mins,On Time
GJ-01-XJ-9337,682B,Vadaj,Jaimangal,22.984775,72.594696,"23.050046, 72.638193","22.992758, 72.505918",23 km/h,16 mins,Delayed
GJ-01-SP-1976,683C,Vadaj,Narol,23.058807,72.561277,"23.002971, 72.552626","22.961116, 72.591596",23 km/h,3 mins,Delayed
GJ-01-PZ-9448,684A,Vadaj,Nikol,23.114572,72.532295,"23.038553, 72.538833","22.968929, 72.486093",16 km/h,24 mins,Traffic
GJ-01-NG-3809,685C,Odhav,Ghuma,23.014567,72.629048,"23.030115, 72.450804","23.082816, 72.508328",21 km/h,17 mins,On Time
GJ-01-KH-1233,686D,Odhav,Maninagar,22.994,72.548165,"22.968776, 72.577210","22.971138, 72.450190",36 km/h,21 mins,Delayed
GJ-01-JF-6162,687D,Odhav,Bhadaj,22.98574,72.511659,"22.968535, 72.649635","23.015947, 72.568026",44 km/h,19 mins,Traffic
GJ-01-SC-9951,688A,Odhav,RTO,22.956185,72.531447,"23.134146, 72.461286","22.950595, 72.620695",44 km/h,16 mins,Traffic
GJ-01-TB-6699,689A,Odhav,LD Engg,23.03965,72.64435,"23.049759, 72.556549","23.070694, 72.500421",42 km/h,5 mins,Early
GJ-01-HK-3558,690A,Odhav,Vasna,22.958305,72.564692,"23.125845, 72.586851","23.028724, 72.501115",32 km/h,23 mins,Early
GJ-01-LQ-7746,691C,Odhav,RTO (C),23.0488,72.480533,"23.104528, 72.543726","23.126377, 72.643804",26 km/h,10 mins,Early
GJ-01-BG-0684,692D,Odhav,Lal Darwaja,23.036329,72.602031,"22.977531, 72.471549","23.124738, 72.465771",22 km/h,12 mins,Early
GJ-01-FP-7714,693,Odhav,Kalupur,23.086013,72.539909,"23.010789, 72.556848","22.957621, 72.497922",21 km/h,14 mins,Delayed
GJ-01-PG-7493,694B,Odhav,Chandkheda,23.06887,72.450654,"23.040298, 72.456310","22.999162, 72.486592",42 km/h,9 mins,On Time
GJ-01-AA-9664,695,Odhav,Hanspura,23.105779,72.57532,"23.088551, 72.485569","23.084224, 72.642451",19 km/h,15 mins,Delayed
GJ-01-NO-1536,696D,Odhav,Gota,23.066483,72.542701,"22.978275, 72.481963","23.050083, 72.614782",19 km/h,2 mins,On Time
GJ-01-TF-1403,697D,Odhav,Ranip,22.963614,72.641056,"23.104961, 72.460516","23.091790, 72.459924",56 km/h,13 mins,On Time
GJ-01-KF-6956,698B,Odhav,Sarkhej,23.146441,72.565031,"22.989748, 72.532047","22.976624, 72.645615",46 km/h,11 mins,Delayed
GJ-01-VX-1136,699C,Odhav,Iskcon,22.971809,72.584021,"23.075869, 72.642194","22.990275, 72.575137",26 km/h,24 mins,Early
GJ-01-RM-5928,700B,Odhav,Nehrunagar,23.070115,72.578619,"22.955764, 72.498785","22.968706, 72.601787",51 km/h,12 mins,Traffic
GJ-01-VB-9870,701C,Odhav,Sarangpur,22.984527,72.590992,"23.000076, 72.533793","23.058665, 72.480411",33 km/h,20 mins,Early
GJ-01-MN-1976,702D,Odhav,Vadaj,22.976744,72.554284,"23.101080, 72.608299","23.085420, 72.478489",57 km/h,8 mins,Delayed
GJ-01-QB-4700,703D,Odhav,Sarthi,23.076109,72.454536,"22.954814, 72.645050","22.955086, 72.568465",53 km/h,2 mins,Delayed
GJ-01-UC-9404,704,Odhav,Airport,23.144455,72.648155,"22.984014, 72.478761","23.145932, 72.604920",27 km/h,13 mins,Delayed
GJ-01-LN-6681,705A,Odhav,Amba Town,22.969131,72.596471,"22.973749, 72.463557","23.115571, 72.470203",30 km/h,25 mins,On Time
GJ-01-KF-2787,706B,Odhav,Dahegam,23.07445,72.580249,"22.995196, 72.469809","22.958930, 72.494174",29 km/h,7 mins,Traffic
GJ-01-MK-5288,707D,Odhav,Bopal,22.997789,72.589333,"22.985779, 72.605413","23.078105, 72.574979",43 km/h,17 mins,Early
GJ-01-OS-4380,708C,Odhav,Ghatlodia,22.969263,72.551667,"23.087610, 72.628262","23.044301, 72.610576",30 km/h,24 mins,Traffic
GJ-01-EJ-4028,709,Odhav,Vaishnodevi,23.030888,72.589981,"22.984958, 72.529513","23.072063, 72.632580",58 km/h,20 mins,Early
GJ-01-WX-2683,710A,Odhav,Science City,23.119259,72.61858,"22.991142, 72.469760","22.979465, 72.625396",43 km/h,14 mins,On Time
GJ-01-PU-9382,711B,Odhav,Memnagar,23.018949,72.522422,"23.020958, 72.554994","23.100273, 72.480844",29 km/h,16 mins,Traffic
GJ-01-VE-1700,712A,Odhav,CTM,23.111219,72.540762,"23.006469, 72.553952","23.148931, 72.487239",57 km/h,12 mins,Traffic
GJ-01-OC-4037,713D,Odhav,Naroda,23.14135,72.591119,"23.087169, 72.474055","23.089186, 72.617370",25 km/h,18 mins,Delayed
GJ-01-JN-2998,714C,Odhav,S. Bopal,23.011353,72.62468,"23.105182, 72.580235","22.951064, 72.619510",46 km/h,17 mins,Early
GJ-01-XH-9266,715B,Odhav,Sabarmati,22.993678,72.509378,"23.078015, 72.637242","23.094622, 72.531508",33 km/h,15 mins,On Time
GJ-01-ST-2279,716A,Odhav,Isanpur,23.140904,72.553105,"23.102348, 72.607578","22.955022, 72.499851",37 km/h,14 mins,Early
GJ-01-HW-9368,717B,Odhav,Sola,23.084036,72.555631,"23.030587, 72.512208","22.984919, 72.564762",56 km/h,3 mins,Delayed
GJ-01-ZF-9116,718B,Odhav,Prahladnagar,23.071774,72.574622,"23.077048, 72.481391","23.017181, 72.557016",38 km/h,15 mins,Early
GJ-01-EI-9134,719A,Odhav,Chandlodia,23.104969,72.597856,"23.090359, 72.526509","22.957551, 72.581952",43 km/h,23 mins,On Time
GJ-01-XM-2681,720B,Odhav,Jaimangal,23.117671,72.471335,"23.070155, 72.490525","23.075411, 72.618940",46 km/h,14 mins,Early
GJ-01-DS-5542,721,Odhav,Narol,23.042047,72.610372,"23.011727, 72.649746","22.993785, 72.603220",43 km/h,10 mins,Traffic
GJ-01-YZ-1302,722B,Odhav,Nikol,23.032379,72.557042,"23.126833, 72.609104","23.068156, 72.602755",49 km/h,8 mins,Delayed
GJ-01-FG-2414,723A,Sarthi,Ghuma,23.125004,72.483171,"23.112143, 72.506101","23.010891, 72.514248",53 km/h,5 mins,Early
GJ-01-LN-3008,724B,Sarthi,Maninagar,23.087888,72.565852,"23.003446, 72.488191","23.044369, 72.623973",59 km/h,20 mins,Traffic
GJ-01-JU-9562,725C,Sarthi,Bhadaj,23.047528,72.517116,"23.144863, 72.462682","23.056006, 72.516220",37 km/h,11 mins,On Time
GJ-01-EH-8553,726B,Sarthi,RTO,23.145007,72.604914,"23.056983, 72.602768","22.983084, 72.516251",39 km/h,8 mins,Delayed
GJ-01-GO-9873,727,Sarthi,LD Engg,23.069178,72.535237,"23.010600, 72.589129","22.994626, 72.639912",55 km/h,8 mins,Delayed
GJ-01-BZ-6623,728A,Sarthi,Vasna,23.142323,72.529449,"23.039119, 72.648339","23.070171, 72.581815",49 km/h,5 mins,Traffic
GJ-01-SU-9176,729B,Sarthi,RTO (C),22.973427,72.582288,"22.966665, 72.453363","23.014603, 72.532879",21 km/h,22 mins,Delayed
GJ-01-VC-1500,730B,Sarthi,Lal Darwaja,23.063865,72.605267,"23.025252, 72.540234","23.015129, 72.487515",24 km/h,25 mins,On Time
GJ-01-OQ-0152,731B,Sarthi,Kalupur,23.057712,72.469667,"22.950391, 72.614725","22.996033, 72.582894",45 km/h,25 mins,Early
GJ-01-EZ-9812,732B,Sarthi,Chandkheda,23.086336,72.485907,"23.018995, 72.600775","23.147103, 72.621133",33 km/h,21 mins,Early
GJ-01-MV-0962,733C,Sarthi,Hanspura,22.951902,72.459236,"22.970886, 72.485217","23.059679, 72.539075",56 km/h,17 mins,Delayed
GJ-01-BG-3339,734,Sarthi,Gota,23.014737,72.526771,"23.106334, 72.481058","23.032737, 72.530470",47 km/h,7 mins,Traffic
GJ-01-UY-8654,735B,Sarthi,Ranip,23.073981,72.62285,"23.120329, 72.485157","23.082514, 72.476236",57 km/h,21 mins,On Time
GJ-01-PR-3760,736C,Sarthi,Sarkhej,23.100716,72.5938,"23.141284, 72.541810","22.990510, 72.549078",36 km/h,22 mins,Early
GJ-01-GV-3398,737D,Sarthi,Iskcon,23.06484,72.453181,"23.002269, 72.545678","22.980017, 72.535383",28 km/h,8 mins,On Time
GJ-01-MM-7340,738D,Sarthi,Nehrunagar,23.087268,72.644034,"23.095580, 72.607647","23.124513, 72.613393",30 km/h,10 mins,Early
GJ-01-AV-5360,739C,Sarthi,Sarangpur,23.143626,72.600129,"23.068122, 72.565367","23.069040, 72.507427",24 km/h,24 mins,Early
